,energy demand post building upgrades,net renewable energy production,supply and demand,storage state
112,339.7888533613898,544.0,204.21114663861022,4700.0
113,392.0671906904537,494.0,101.93280930954631,4700.0
114,392.50275060179615,456.0,63.49724939820385,4700.0
115,329.36580426670747,470.0,140.63419573329253,4700.0
116,304.23373940451694,544.0,239.76626059548306,4700.0
117,144.75313689581623,594.0,449.2468631041838,4700.0
118,110.8209477438628,656.0,545.1790522561372,4700.0
119,102.27705959501404,674.0,571.7229404049859,4700.0
120,99.38119740369123,686.0,586.6188025963088,4700.0
121,95.87576705086046,704.0,608.1242329491396,4700.0
122,92.15895528416182,718.0,625.8410447158382,4700.0
123,93.68439182688105,710.0,616.3156081731189,4700.0
124,43.36830006179052,694.0,650.6316999382095,4700.0
125,80.60630410704914,628.0,547.3936958929509,4700.0
126,225.15976962810817,534.0,308.84023037189183,4700.0
127,198.592595193351,438.0,239.407404806649,4700.0
128,352.4751241431474,326.0,-26.47512414314741,4670.583195396503
129,253.88040062825968,242.45,-11.43040062825969,4657.882750253992
130,278.76589170657724,239.85,-38.91589170657724,4614.642870580017
131,388.6728239712336,258.6,-130.07282397123356,4470.11751061198
132,262.8069000894351,239.7,-23.1069000894351,4444.443177179274
133,331.8085599917655,240.89999999999998,-90.90855999176551,4343.433666077312
134,248.3057067336855,230.3,-18.005706733685486,4323.427325262106
135,329.9357556520856,236.0,-93.93575565208562,4219.054263426456
136,301.9289180681727,308.0,6.07108193182728,4225.125345358283
137,370.8271577563482,402.0,31.172842243651814,4256.298187601935
138,286.4018641660591,506.0,219.5981358339409,4475.896323435876
139,203.08700336160507,654.0,450.91299663839493,4700.0
140,191.20101798126032,796.0,604.7989820187397,4700.0
141,204.24201081454885,888.0,683.7579891854512,4700.0
142,102.43926731285252,984.0,881.5607326871475,4700.0
143,82.14228914248382,1076.0,993.8577108575162,4700.0
144,74.02096046155573,1118.0,1043.9790395384443,4700.0
145,77.86124639004888,1136.0,1058.1387536099512,4700.0
146,79.60251809292185,1192.0,1112.3974819070781,4700.0
147,78.05651447428215,1426.0,1347.9434855257177,4700.0
148,81.58840133687524,1512.0,1430.4115986631248,4700.0
149,77.69308618251966,1590.0,1512.3069138174803,4700.0
150,210.4157277966137,1742.0,1531.5842722033863,4700.0
151,203.97052116849173,1848.0,1644.0294788315082,4700.0
152,199.15106382256852,1896.0,1696.8489361774314,4700.0
153,229.3632289217508,1896.0,1666.6367710782492,4700.0
154,269.2484576281942,1886.25,1617.0015423718057,4700.0
155,258.2712772423607,1963.75,1705.4787227576394,4700.0
156,310.5734805413516,2039.15,1728.5765194586484,4700.0
157,256.88414613833385,2016.35,1759.4658538616661,4700.0
158,227.6070091872266,1981.35,1753.7429908127733,4700.0
159,365.6664661146898,1936.2,1570.5335338853101,4700.0
160,381.20963240640884,1920.0,1538.790367593591,4700.0
161,431.22257886326145,1894.0,1462.7774211367387,4700.0
162,521.5704665759814,1862.0,1340.4295334240187,4700.0
163,190.69821068377945,1830.0,1639.3017893162205,4700.0
164,187.94844719806835,1794.0,1606.0515528019316,4700.0
165,182.33968682261963,1764.0,1581.6603131773804,4700.0
166,107.27557359281064,1746.0,1638.7244264071894,4700.0
167,95.12800524968054,1712.0,1616.8719947503196,4700.0
168,92.48758893480041,1694.0,1601.5124110651996,4700.0
169,81.37743680601302,1664.0,1582.622563193987,4700.0
170,68.91368966502627,1604.0,1535.0863103349736,4700.0
171,69.05472070623688,1500.0,1430.9452792937632,4700.0
172,73.00302096806837,1352.0,1278.9969790319317,4700.0
173,73.285092886253,1202.0,1128.714907113747,4700.0
174,112.73805666641485,1054.0,941.2619433335851,4700.0
175,337.9404956044814,1044.0,706.0595043955186,4700.0
176,261.7356994986862,1070.0,808.2643005013138,4700.0
177,218.38524917534417,1299.45,1081.064750824656,4700.0
178,217.72000183605908,1495.3,1277.579998163941,4700.0
179,106.08811082083211,1618.35,1512.2618891791678,4700.0
180,208.12389591881595,1641.25,1433.1261040811842,4700.0
181,216.01174021227848,1538.65,1322.6382597877216,4700.0
182,309.66733142412187,1278.1,968.4326685758781,4700.0
183,408.7137663359695,1002.05,593.3362336640305,4700.0
184,239.13903852216998,898.0,658.86096147783,4700.0
185,353.89323915414343,844.0,490.10676084585657,4700.0
186,350.6408756357154,796.0,445.3591243642846,4700.0
187,353.7691271423764,728.0,374.2308728576236,4700.0
188,287.5459220883149,682.0,394.4540779116851,4700.0
189,133.3870399856943,668.0,534.6129600143057,4700.0
190,237.90361565643494,604.0,366.0963843435651,4700.0
191,77.16731384212889,520.0,442.8326861578711,4700.0
192,88.96483495734284,424.0,335.0351650426571,4700.0
193,67.92975837019469,314.0,246.0702416298053,4700.0
194,62.293333832802574,254.0,191.70666616719743,4700.0
195,59.91440393489495,238.0,178.08559606510505,4700.0
196,52.36195886591723,224.0,171.63804113408275,4700.0
197,69.62563129727894,216.0,146.37436870272106,4700.0
198,140.46467864517308,226.0,85.53532135482692,4700.0
199,302.22867492752397,132.0,-170.22867492752397,4510.8570278583065
200,369.5738753530959,66.0,-303.5738753530959,4173.552721910422
201,307.5250005620984,328.6,21.074999437901624,4194.6277213483245
202,235.38156444622126,649.15,413.7684355537787,4608.396156902103
203,163.2180421508022,666.1,502.8819578491978,4700.0
204,182.74551838633295,571.8000000000001,389.0544816136671,4700.0
205,210.186065235125,475.20000000000005,265.01393476487505,4700.0
206,364.60765086876626,173.54999999999998,-191.05765086876627,4487.713721256926
207,596.7699564165421,56.25,-540.5199564165421,3887.1359919052124
208,320.1526654643576,92.0,-228.1526654643576,3633.6330302781485
209,374.21023932940386,158.0,-216.21023932940386,3393.399431023255
210,387.0957122274713,224.0,-163.09571222747132,3212.1819729927315
211,297.05772320934426,260.0,-37.05772320934426,3171.006724982349
212,256.16966202327376,250.0,-6.169662023273759,3164.1515449564895
213,133.9092445146303,254.0,120.0907554853697,3284.2423004418592
214,102.05557288065384,280.0,177.94442711934616,3462.1867275612053
215,82.82920112893072,310.0,227.17079887106928,3689.3575264322744
216,85.27401110528638,326.0,240.72598889471362,3930.083515326988
217,73.96019606811188,334.0,260.0398039318881,4190.123319258876
218,66.81989149210384,340.0,273.1801085078962,4463.303427766772
219,64.54317765611222,374.0,309.4568223438878,4700.0
220,60.85820322273453,432.0,371.1417967772655,4700.0
221,67.74796754171203,518.0,450.252032458288,4700.0
222,90.0359284505084,642.0,551.9640715494916,4700.0
223,284.3576224655569,738.0,453.6423775344431,4700.0
224,319.191016393199,796.0,476.808983606801,4700.0
225,480.5403222323462,788.65,308.10967776765375,4700.0
226,224.9106481080414,839.75,614.8393518919586,4700.0
227,205.75202356261502,900.4000000000001,694.6479764373851,4700.0
228,181.6002263034986,1037.3,855.6997736965013,4700.0
229,209.6470672116204,1173.6,963.9529327883795,4700.0
230,312.047902326223,993.65,681.602097673777,4700.0
231,234.7509467117309,863.45,628.6990532882692,4700.0
232,238.3118920664756,888.0,649.6881079335244,4700.0
233,344.9388288636166,808.0,463.0611711363834,4700.0
234,337.4582751983901,772.0,434.5417248016099,4700.0
235,249.4226365585332,762.0,512.5773634414668,4700.0
236,242.40747563598734,804.0,561.5925243640127,4700.0
237,123.40210932964186,820.0,696.5978906703581,4700.0
238,77.64392286160968,790.0,712.3560771383903,4700.0
239,66.70987044969951,758.0,691.2901295503004,4700.0
240,59.76484868674672,728.0,668.2351513132533,4700.0
241,58.13603828995871,728.0,669.8639617100413,4700.0
242,60.88647507083384,724.0,663.1135249291661,4700.0
243,61.59011284904665,690.0,628.4098871509534,4700.0
244,41.594905321860224,690.0,648.4050946781398,4700.0
245,62.03238641069847,640.0,577.9676135893015,4700.0
246,148.5113346091816,530.0,381.48866539081837,4700.0
247,302.6506685996597,490.0,187.3493314003403,4700.0
248,408.27313837606425,446.0,37.72686162393575,4700.0
249,333.9136728145146,532.15,198.23632718548538,4700.0
250,216.75243743433862,627.35,410.5975625656614,4700.0
251,230.18122338819336,712.8,482.6187766118066,4700.0
252,205.2663989959896,886.25,680.9836010040104,4700.0
253,255.1092295408879,782.85,527.7407704591121,4700.0
254,300.49152058630943,704.55,404.0584794136905,4700.0
255,269.2873779692903,728.1,458.81262203070975,4700.0
256,281.0404806189536,840.0,558.9595193810464,4700.0
257,374.0937771794229,938.0,563.9062228205771,4700.0
258,313.39472722340224,986.0,672.6052727765978,4700.0
259,257.4095326243749,930.0,672.5904673756252,4700.0
260,275.2539175872922,1038.0,762.7460824127078,4700.0
261,150.38752814784573,1266.0,1115.6124718521542,4700.0
262,157.3393325250207,1538.0,1380.6606674749794,4700.0
263,111.70901006275486,1612.0,1500.290989937245,4700.0
264,87.57523900001271,1678.0,1590.4247609999873,4700.0
265,78.0948700469831,1736.0,1657.905129953017,4700.0
266,78.72073281919579,1710.0,1631.2792671808043,4700.0
267,81.08724880687348,1666.0,1584.9127511931265,4700.0
268,86.14902215978593,1632.0,1545.850977840214,4700.0
269,88.81054042706367,1618.0,1529.1894595729364,4700.0
270,122.94405460135818,1640.0,1517.0559453986418,4700.0
271,324.27780976843525,1668.0,1343.7221902315648,4700.0
272,423.4530153396336,1698.0,1274.5469846603664,4700.0
273,254.12334793161813,1696.5,1442.3766520683819,4700.0
274,282.64789097464086,1723.5,1440.8521090253591,4700.0
275,224.3119683364099,1699.85,1475.5380316635901,4700.0
276,288.94017513830886,1654.9,1365.9598248616912,4700.0
277,242.04496596639635,1720.1,1478.0550340336035,4700.0
278,284.692917042244,1786.0,1501.307082957756,4700.0
279,286.9274129371826,1812.0,1525.0725870628173,4700.0
280,325.881348047162,1808.0,1482.118651952838,4700.0
281,417.4449872039718,1780.0,1362.5550127960282,4700.0
282,603.7009269794664,1762.0,1158.2990730205336,4700.0
283,399.43691600028063,1756.0,1356.5630839997193,4700.0
284,309.07687608305366,1740.0,1430.9231239169462,4700.0
285,157.9683590677384,1730.0,1572.0316409322616,4700.0
286,153.23341647613938,1788.0,1634.7665835238606,4700.0
287,108.01956104521227,1840.0,1731.9804389547878,4700.0
288,96.09301080209627,1870.0,1773.9069891979038,4700.0
289,83.9179864277869,1886.0,1802.082013572213,4700.0
290,81.01918195812688,1910.0,1828.9808180418731,4700.0
291,83.19580241287865,1906.0,1822.8041975871213,4700.0
292,81.54269512185775,1902.0,1820.4573048781422,4700.0
293,76.30176895756746,1902.0,1825.6982310424326,4700.0
294,210.2462535856111,1904.0,1693.7537464143888,4700.0
295,203.05552886875734,1904.0,1700.9444711312426,4700.0
296,292.07419968369425,1910.0,1617.9258003163059,4700.0
297,320.3984657840711,1954.95,1634.551534215929,4700.0
298,539.7343485003778,2108.55,1568.8156514996224,4700.0
299,306.50811804489973,2256.4,1949.8918819551004,4700.0
300,332.5071171128175,2330.2,1997.6928828871823,4700.0
301,269.22314326310936,2240.05,1970.826856736891,4700.0
302,301.0448435756757,2049.45,1748.405156424324,4700.0
303,410.02316337256843,1914.45,1504.4268366274316,4700.0
304,336.7357301501363,1886.0,1549.2642698498637,4700.0
305,409.10865378283705,1878.0,1468.891346217163,4700.0
306,373.1524278204182,1852.0,1478.8475721795817,4700.0
307,309.9945111398035,1798.0,1488.0054888601965,4700.0
308,310.01936531745616,1756.0,1445.980634682544,4700.0
309,291.028737454288,1710.0,1418.971262545712,4700.0
310,143.0823130208829,1634.0,1490.9176869791172,4700.0
311,121.34156107044686,1576.0,1454.658438929553,4700.0
312,119.7658644975821,1526.0,1406.234135502418,4700.0
313,103.7633429140389,1438.0,1334.236657085961,4700.0
314,102.52618552786151,1312.0,1209.4738144721384,4700.0
315,99.83822108252546,1104.0,1004.1617789174745,4700.0
316,44.078722476340914,884.0,839.9212775236591,4700.0
317,98.46215935291696,682.0,583.537840647083,4700.0
318,254.22886914389971,556.0,301.7711308561003,4700.0
319,239.91317934290873,470.0,230.08682065709127,4700.0
320,402.9279248379604,498.0,95.0720751620396,4700.0
321,409.24535595384117,625.05,215.80464404615878,4700.0
322,277.61014258389434,723.3,445.6898574161056,4700.0
323,260.7496217920127,791.1,530.3503782079873,4700.0
324,235.42458221308226,894.95,659.5254177869178,4700.0
325,231.77343249504653,1015.9,784.1265675049534,4700.0
326,214.40756596496084,967.95,753.5424340350392,4700.0
327,294.4364828296659,844.45,550.0135171703341,4700.0
328,336.76851135813075,878.0,541.2314886418692,4700.0
329,299.8181184341523,1032.0,732.1818815658477,4700.0
330,319.03906129000046,1148.0,828.9609387099995,4700.0
331,192.52305736058847,1252.0,1059.4769426394116,4700.0
332,214.73815657044506,1280.0,1065.261843429555,4700.0
333,202.5480355532246,1296.0,1093.4519644467755,4700.0
334,112.0772842677221,1410.0,1297.922715732278,4700.0
335,98.9588236171133,1408.0,1309.0411763828868,4700.0
336,94.27306434695771,1466.0,1371.7269356530423,4700.0
337,86.0049088263697,1492.0,1405.9950911736303,4700.0
338,89.31306730267607,1526.0,1436.686932697324,4700.0
339,91.7852330676456,1554.0,1462.2147669323545,4700.0
340,87.39594521308906,1574.0,1486.6040547869109,4700.0
341,79.55378550370665,1570.0,1490.4462144962934,4700.0
342,106.54543883582832,1546.0,1439.4545611641718,4700.0
343,313.27369110023847,1510.0,1196.7263088997615,4700.0
344,201.9661485248305,1474.0,1272.0338514751695,4700.0
345,311.05780630587685,1454.3,1143.2421936941232,4700.0
346,204.90505103825257,1507.2,1302.2949489617474,4700.0
347,184.48542187119565,1560.05,1375.5645781288042,4700.0
348,170.42514757647794,1533.75,1363.324852423522,4700.0
349,171.42793782354647,1485.35,1313.9220621764534,4700.0
350,330.1801622666561,1449.15,1118.9698377333439,4700.0
351,312.84942180477225,1404.25,1091.4005781952278,4700.0
352,309.9634067032183,1408.0,1098.0365932967816,4700.0
353,352.53263251996384,1424.0,1071.467367480036,4700.0
354,395.8212495155411,1490.0,1094.1787504844588,4700.0
355,287.52928430465505,1530.0,1242.470715695345,4700.0
356,268.09843934445274,1602.0,1333.9015606555472,4700.0
357,136.6743118424723,1618.0,1481.3256881575278,4700.0
358,88.70180311748075,1624.0,1535.2981968825193,4700.0
359,376.63004767731786,1640.0,1263.3699523226821,4700.0
360,82.21369015882904,1680.0,1597.786309841171,4700.0
361,73.45697686235671,1694.0,1620.5430231376433,4700.0
362,72.55831400451012,1712.0,1639.44168599549,4700.0
363,72.16765234986516,1716.0,1643.8323476501348,4700.0
364,79.17028723007382,1656.0,1576.8297127699261,4700.0
365,76.49640758564448,1514.0,1437.5035924143556,4700.0
366,146.5076353354505,1342.0,1195.4923646645495,4700.0
367,282.33977025047403,1310.0,1027.660229749526,4700.0
368,335.0031263376262,1404.0,1068.9968736623737,4700.0
369,191.01650493011886,1489.35,1298.333495069881,4700.0
370,193.1971862021312,1659.45,1466.2528137978688,4700.0
371,245.03876000327566,1713.85,1468.8112399967242,4700.0
372,266.67341407945077,1721.3,1454.6265859205491,4700.0
373,213.61568311332232,1602.65,1389.0343168866777,4700.0
374,387.4172336723471,1415.8,1028.382766327653,4700.0
375,416.58963212740764,1214.55,797.9603678725923,4700.0
376,649.1044387929347,1166.0,516.8955612070653,4700.0
377,325.7134682615578,1142.0,816.2865317384421,4700.0
378,346.567399590625,1142.0,795.432600409375,4700.0
379,277.255003920388,1226.0,948.7449960796121,4700.0
380,251.6049677013405,1300.0,1048.3950322986595,4700.0
381,128.7724885429761,1442.0,1313.2275114570239,4700.0
382,87.82553805844466,1544.0,1456.1744619415554,4700.0
383,68.52396762052174,1498.0,1429.4760323794783,4700.0
384,72.99527386923751,1460.0,1387.0047261307625,4700.0
385,74.68600206192775,1390.0,1315.3139979380721,4700.0
386,70.13586403082807,1330.0,1259.864135969172,4700.0
387,68.31866546827601,1374.0,1305.681334531724,4700.0
388,63.03757041139552,1422.0,1358.9624295886044,4700.0
389,65.91106607692116,1416.0,1350.088933923079,4700.0
390,133.52949095466178,1364.0,1230.4705090453383,4700.0
391,363.34420133861767,1288.0,924.6557986613823,4700.0
392,309.6442516530916,1258.15,948.5057483469085,4700.0
393,225.8032747790753,1459.3,1233.4967252209246,4700.0
394,319.22239647487373,1603.9,1284.6776035251264,4700.0
395,237.9344870938953,1567.15,1329.2155129061048,4700.0
396,147.75617707984122,1496.45,1348.6938229201587,4700.0
397,150.769888178897,1162.4499999999998,1011.6801118211029,4700.0
398,288.91195200162724,599.1999999999999,310.2880479983727,4700.0
399,320.8383638083492,283.1,-37.73836380834916,4658.0684846573895
400,309.283652686281,162.0,-147.28365268628102,4494.419981672633
401,362.0781314964969,74.0,-288.0781314964969,4174.333168898747
402,463.412201347421,16.0,-447.412201347421,3677.208500734946
403,270.06033071861555,10.0,-260.06033071861555,3388.252577714262
404,240.5786782807378,34.0,-206.5786782807378,3158.7207129578865
405,128.5067452767056,136.0,7.493254723294399,3166.2139676811807
406,88.31913594703718,316.0,227.68086405296282,3393.8948317341437
407,63.17041443422271,522.0,458.8295855657773,3852.724417299921
408,82.54838444342997,674.0,591.45161555657,4444.176032856491
409,70.47101803696737,758.0,687.5289819630326,4700.0
410,65.93989703598145,822.0,756.0601029640186,4700.0
411,59.15365693113838,850.0,790.8463430688616,4700.0
412,65.6330855717859,864.0,798.3669144282142,4700.0
413,42.83380151683758,906.0,863.1661984831624,4700.0
414,140.39396948447802,940.0,799.606030515522,4700.0
415,299.7924573689124,970.0,670.2075426310876,4700.0
416,283.79900537168623,1006.05,722.2509946283137,4700.0
417,351.1355927512434,1181.2,830.0644072487567,4700.0
418,212.33023005878744,1294.4,1082.0697699412126,4700.0
419,283.98785056738257,1411.45,1127.4621494326175,4700.0
420,180.38064470957025,1373.5,1193.1193552904297,4700.0
421,183.3635536655672,1255.1,1071.7364463344327,4700.0
422,323.07511973344384,1211.25,888.1748802665561,4700.0
423,285.1606208913408,1206.15,920.9893791086593,4700.0
424,352.8334674686938,1206.0,853.1665325313062,4700.0
425,286.34958118328416,1180.0,893.6504188167158,4700.0
426,336.7188222996442,1246.0,909.2811777003558,4700.0
427,276.3933949829882,1076.0,799.6066050170118,4700.0
428,239.67763158271543,946.0,706.3223684172846,4700.0
429,98.49407553518049,860.0,761.5059244648195,4700.0
430,69.86894949948581,826.0,756.1310505005142,4700.0
431,140.6140230698305,818.0,677.3859769301695,4700.0
432,74.30684296006783,744.0,669.6931570399322,4700.0
433,76.7149934970329,686.0,609.2850065029671,4700.0
434,75.27069919373093,644.0,568.7293008062691,4700.0
435,68.96839537393578,570.0,501.0316046260642,4700.0
436,75.09671380748604,516.0,440.903286192514,4700.0
437,80.35820257308023,466.0,385.64179742691977,4700.0
438,146.14048559934375,438.0,291.8595144006563,4700.0
439,356.3653404731611,416.0,59.6346595268389,4700.0
440,280.9292822376559,406.0,125.07071776234409,4700.0
441,313.1408742482797,410.85,97.70912575172031,4700.0
442,301.5513352512183,420.55,118.99866474878172,4700.0
443,300.7224039670404,421.7,120.97759603295958,4700.0
444,237.51190842339034,420.20000000000005,182.6880915766097,4700.0
445,263.63714688802605,361.45000000000005,97.812853111974,4700.0
446,350.20903014338444,288.0,-62.20903014338444,4630.8788553962395
447,327.0034243063041,230.4,-96.6034243063041,4523.5417172781235
448,268.5372098589983,222.0,-46.537209858998324,4471.833706323681
449,358.40654894147923,210.0,-148.40654894147923,4306.937540833149
450,342.62945358975173,196.0,-146.62945358975173,4144.015925733424
451,281.1493984642835,180.0,-101.14939846428348,4031.6277052175537
452,260.6826392875293,164.0,-96.6826392875293,3924.2025504536323
453,121.24263064868684,146.0,24.75736935131316,3948.9599198049455
454,75.62036690215652,120.0,44.37963309784348,3993.339552902789
455,98.66573179947638,86.0,-12.665731799476376,3979.266517570037
456,89.49883255855102,56.0,-33.498832558551015,3942.0455925049805
457,88.30658872927204,36.0,-52.306588729272036,3883.927160583567
458,93.72889224103155,28.0,-65.72889224103155,3810.895058093532
459,90.50398421680397,30.0,-60.50398421680397,3743.6684089637497
460,91.56114065898984,34.0,-57.56114065898984,3679.7115860093168
461,89.46339017617828,50.0,-39.46339017617828,3635.863374702452
462,254.19936492064855,86.0,-168.19936492064855,3448.9751914572867
463,220.773435677437,140.0,-80.77343567743699,3359.226929593468
464,322.4542908633659,184.0,-138.45429086336588,3205.3888286341726
465,236.46287357799474,266.5,30.037126422005258,3235.425955056178
466,236.0041966710268,411.45,175.4458033289732,3410.871758385151
467,371.65586289354957,635.0,263.34413710645043,3674.2158954916017
468,225.76201142020253,900.65,674.8879885797975,4349.103884071399
469,235.64453750009875,1019.8,784.1554624999012,4700.0
470,211.09888811890443,938.55,727.4511118810956,4700.0
471,395.03220474493645,729.5,334.46779525506355,4700.0
472,342.44487492466374,574.0,231.55512507533626,4700.0
473,319.1999903199622,516.0,196.80000968003782,4700.0
474,325.229242039043,474.0,148.77075796095698,4700.0
475,220.95413944216392,424.0,203.04586055783608,4700.0
476,230.78237186139555,358.0,127.21762813860445,4700.0
477,231.95101957346063,276.0,44.04898042653937,4700.0
478,125.54177828694083,200.0,74.45822171305917,4700.0
479,162.72980313229405,148.0,-14.729803132294052,4683.633552075229
480,103.92808630590562,118.0,14.071913694094377,4697.705465769323
481,101.00401191488181,116.0,14.995988085118185,4700.0
482,98.65400685373834,152.0,53.34599314626166,4700.0
483,98.27665153889664,226.0,127.72334846110336,4700.0
484,102.05740525576736,348.0,245.94259474423262,4700.0
485,104.81770793809491,508.0,403.18229206190506,4700.0
486,265.23747241605014,650.0,384.76252758394986,4700.0
487,276.1157723692746,750.0,473.8842276307254,4700.0
